"Datum","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode","Warengruppe","Umsatz","id","KielerWoche","Feiertag","Art_des_Feiertags","Ferien","Wochentag","Fussballspiel","Flohmarkt","Jahreszeit","Temperaturkategorie","Kreuzfahrtschiffe"
2018-05-30,1,23.1875,11,17,3,160.3217968442,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Fruehling","hoch",0
2018-05-30,1,23.1875,11,17,4,60.5240997148559,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Fruehling","hoch",0
2018-05-30,1,23.1875,11,17,5,259.960133518037,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Fruehling","hoch",0
2018-05-31,0,21.8875,14,5,1,111.26691705832,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Fruehling","hoch",2
2018-05-31,0,21.8875,14,5,2,365.992856392316,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Fruehling","hoch",2
2018-05-31,0,21.8875,14,5,3,146.549349936418,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Fruehling","hoch",2
2018-05-31,0,21.8875,14,5,4,49.7546528574438,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Fruehling","hoch",2
2018-05-31,0,21.8875,14,5,5,270.054824412474,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Fruehling","hoch",2
2018-06-01,0,21.375,12,5,1,171.352211320836,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Fruehling","hoch",1
2018-06-01,0,21.375,12,5,2,391.076358799694,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Fruehling","hoch",1
2018-06-01,0,21.375,12,5,3,196.04793646865,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Fruehling","hoch",1
2018-06-01,0,21.375,12,5,4,72.5548403923688,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Fruehling","hoch",1
2018-06-01,0,21.375,12,5,5,299.63206566763,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Fruehling","hoch",1
2018-06-02,1,22.8875,10,5,1,145.082493830242,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Fruehling","hoch",2
2018-06-02,1,22.8875,10,5,2,521.650312193202,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Fruehling","hoch",2
2018-06-02,1,22.8875,10,5,3,258.202812224251,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Fruehling","hoch",2
2018-06-02,1,22.8875,10,5,4,62.9124810333617,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Fruehling","hoch",2
2018-06-02,1,22.8875,10,5,5,340.519101625788,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Fruehling","hoch",2
2018-06-03,7,19.275,9,0,1,78.971045287569,NA,0,0,"Kein Feiertag",0,"Sonntag","0",1,"Fruehling","hoch",2
2018-06-03,7,19.275,9,0,2,464.730872024382,NA,0,0,"Kein Feiertag",0,"Sonntag","0",1,"Fruehling","hoch",2
2018-06-03,7,19.275,9,0,3,275.442535237438,NA,0,0,"Kein Feiertag",0,"Sonntag","0",1,"Fruehling","hoch",2
2018-06-03,7,19.275,9,0,4,70.1967187196386,NA,0,0,"Kein Feiertag",0,"Sonntag","0",1,"Fruehling","hoch",2
2018-06-03,7,19.275,9,0,5,240.282735776938,NA,0,0,"Kein Feiertag",0,"Sonntag","0",1,"Fruehling","hoch",2
2018-06-04,5,19.25,14,20,1,130.480133704068,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Fruehling","hoch",1
2018-06-04,5,19.25,14,20,2,343.426223803643,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Fruehling","hoch",1
2018-06-04,5,19.25,14,20,3,143.940547738714,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Fruehling","hoch",1
2018-06-04,5,19.25,14,20,4,89.2729377064413,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Fruehling","hoch",1
2018-06-04,5,19.25,14,20,5,255.7161632198,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Fruehling","hoch",1
2018-06-05,0,19.7,10,5,1,149.0974286003,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Fruehling","hoch",0
2018-06-05,0,19.7,10,5,2,356.788812174576,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Fruehling","hoch",0
2018-06-05,0,19.7,10,5,3,104.71280919176,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Fruehling","hoch",0
2018-06-05,0,19.7,10,5,4,90.8643276697758,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Fruehling","hoch",0
2018-06-05,0,19.7,10,5,5,246.324696666008,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Fruehling","hoch",0
2018-06-06,0,22.15,14,5,1,125.51279931351,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Fruehling","hoch",1
2018-06-06,0,22.15,14,5,2,365.261136752151,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Fruehling","hoch",1
2018-06-06,0,22.15,14,5,3,143.24052446027,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Fruehling","hoch",1
2018-06-06,0,22.15,14,5,4,41.8644272812954,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Fruehling","hoch",1
2018-06-06,0,22.15,14,5,5,315.690602059227,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Fruehling","hoch",1
2018-06-07,0,23.6875,10,2,1,130.135052932173,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Fruehling","hoch",1
2018-06-07,0,23.6875,10,2,2,356.370930301431,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Fruehling","hoch",1
2018-06-07,0,23.6875,10,2,3,140.663759746983,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Fruehling","hoch",1
2018-06-07,0,23.6875,10,2,4,69.3795740364973,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Fruehling","hoch",1
2018-06-07,0,23.6875,10,2,5,266.727369278352,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Fruehling","hoch",1
2018-06-08,0,22.7375,9,0,1,133.461558814522,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Fruehling","hoch",0
2018-06-08,0,22.7375,9,0,2,325.485745267141,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Fruehling","hoch",0
2018-06-08,0,22.7375,9,0,3,164.132119777067,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Fruehling","hoch",0
2018-06-08,0,22.7375,9,0,4,50.7535069920758,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Fruehling","hoch",0
2018-06-08,0,22.7375,9,0,5,232.592176274025,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Fruehling","hoch",0
2018-06-09,6,22.1125,7,61,1,196.77276590343,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Fruehling","hoch",4
2018-06-09,6,22.1125,7,61,2,569.566954419399,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Fruehling","hoch",4
2018-06-09,6,22.1125,7,61,3,258.693422948001,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Fruehling","hoch",4
2018-06-09,6,22.1125,7,61,4,41.8883153042351,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Fruehling","hoch",4
2018-06-09,6,22.1125,7,61,5,327.610879192418,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Fruehling","hoch",4
2018-06-10,7,19.1,8,61,1,98.5728577636623,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Fruehling","hoch",1
2018-06-10,7,19.1,8,61,2,493.241333563679,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Fruehling","hoch",1
2018-06-10,7,19.1,8,61,3,215.850855030174,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Fruehling","hoch",1
2018-06-10,7,19.1,8,61,4,107.377542844818,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Fruehling","hoch",1
2018-06-10,7,19.1,8,61,5,295.973083553428,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Fruehling","hoch",1
2018-06-11,6,18.5125,15,40,1,167.589367834019,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Fruehling","hoch",1
2018-06-11,6,18.5125,15,40,2,328.008049986003,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Fruehling","hoch",1
2018-06-11,6,18.5125,15,40,3,131.376484326556,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Fruehling","hoch",1
2018-06-11,6,18.5125,15,40,4,47.2663246679017,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Fruehling","hoch",1
2018-06-11,6,18.5125,15,40,5,239.932103508815,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Fruehling","hoch",1
2018-06-12,8,15.3125,12,20,1,118.251386322568,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Fruehling","mittel",1
2018-06-12,8,15.3125,12,20,2,329.263269649306,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Fruehling","mittel",1
2018-06-12,8,15.3125,12,20,3,121.491725263723,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Fruehling","mittel",1
2018-06-12,8,15.3125,12,20,4,73.6639310973651,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Fruehling","mittel",1
2018-06-12,8,15.3125,12,20,5,312.454285079194,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Fruehling","mittel",1
2018-06-13,7,16.4,14,61,1,139.415611673776,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Fruehling","hoch",0
2018-06-13,7,16.4,14,61,2,338.919467418708,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Fruehling","hoch",0
2018-06-13,7,16.4,14,61,3,107.792959647247,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Fruehling","hoch",0
2018-06-13,7,16.4,14,61,4,43.9344371578242,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Fruehling","hoch",0
2018-06-13,7,16.4,14,61,5,311.402992365135,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Fruehling","hoch",0
2018-06-14,5,20.9,10,30,1,185.371307862245,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Fruehling","hoch",0
2018-06-14,5,20.9,10,30,2,332.550472010635,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Fruehling","hoch",0
2018-06-14,5,20.9,10,30,3,107.136270934862,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Fruehling","hoch",0
2018-06-14,5,20.9,10,30,4,48.2218243781613,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Fruehling","hoch",0
2018-06-14,5,20.9,10,30,5,232.553710596851,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Fruehling","hoch",0
2018-06-15,4,19.2,7,0,1,178.358896719133,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Fruehling","hoch",0
2018-06-15,4,19.2,7,0,2,345.017350890347,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Fruehling","hoch",0
2018-06-15,4,19.2,7,0,3,149.625140704425,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Fruehling","hoch",0
2018-06-15,4,19.2,7,0,4,51.7287558724867,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Fruehling","hoch",0
2018-06-15,4,19.2,7,0,5,280.704349405747,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Fruehling","hoch",0
2018-06-16,5,21.325,7,95,1,165.240825926878,NA,1,0,"Kein Feiertag",0,"Samstag","0",0,"Fruehling","hoch",2
2018-06-16,5,21.325,7,95,2,536.452348266225,NA,1,0,"Kein Feiertag",0,"Samstag","0",0,"Fruehling","hoch",2
2018-06-16,5,21.325,7,95,3,249.755999609154,NA,1,0,"Kein Feiertag",0,"Samstag","0",0,"Fruehling","hoch",2
2018-06-16,5,21.325,7,95,4,79.9425697031279,NA,1,0,"Kein Feiertag",0,"Samstag","0",0,"Fruehling","hoch",2
2018-06-16,5,21.325,7,95,5,209.362082944004,NA,1,0,"Kein Feiertag",0,"Samstag","0",0,"Fruehling","hoch",2
2018-06-17,5,18.275,12,61,1,131.774736746731,NA,1,0,"Kein Feiertag",0,"Sonntag","0",0,"Fruehling","hoch",3
2018-06-17,5,18.275,12,61,2,561.16613003467,NA,1,0,"Kein Feiertag",0,"Sonntag","0",0,"Fruehling","hoch",3
2018-06-17,5,18.275,12,61,3,301.987694387114,NA,1,0,"Kein Feiertag",0,"Sonntag","0",0,"Fruehling","hoch",3
2018-06-17,5,18.275,12,61,4,105.970913596347,NA,1,0,"Kein Feiertag",0,"Sonntag","0",0,"Fruehling","hoch",3
2018-06-17,5,18.275,12,61,5,351.208968634828,NA,1,0,"Kein Feiertag",0,"Sonntag","0",0,"Fruehling","hoch",3
2018-06-18,7,17.6375,9,61,1,150.60898110442,NA,1,0,"Kein Feiertag",0,"Montag","0",0,"Fruehling","hoch",0
2018-06-18,7,17.6375,9,61,2,453.773846005242,NA,1,0,"Kein Feiertag",0,"Montag","0",0,"Fruehling","hoch",0
2018-06-18,7,17.6375,9,61,3,183.905575463908,NA,1,0,"Kein Feiertag",0,"Montag","0",0,"Fruehling","hoch",0
2018-06-18,7,17.6375,9,61,4,52.4623142900464,NA,1,0,"Kein Feiertag",0,"Montag","0",0,"Fruehling","hoch",0
2018-06-18,7,17.6375,9,61,5,368.908774188599,NA,1,0,"Kein Feiertag",0,"Montag","0",0,"Fruehling","hoch",0
2018-06-19,3,19.2375,16,21,1,134.103229549554,NA,1,0,"Kein Feiertag",0,"Dienstag","0",0,"Fruehling","hoch",1
2018-06-19,3,19.2375,16,21,2,439.387692233904,NA,1,0,"Kein Feiertag",0,"Dienstag","0",0,"Fruehling","hoch",1
2018-06-19,3,19.2375,16,21,3,167.94911352995,NA,1,0,"Kein Feiertag",0,"Dienstag","0",0,"Fruehling","hoch",1
2018-06-19,3,19.2375,16,21,4,47.8861290193053,NA,1,0,"Kein Feiertag",0,"Dienstag","0",0,"Fruehling","hoch",1
2018-06-19,3,19.2375,16,21,5,271.817641139495,NA,1,0,"Kein Feiertag",0,"Dienstag","0",0,"Fruehling","hoch",1
2018-06-20,3,23.65,13,0,1,187.760363692391,NA,1,0,"Kein Feiertag",0,"Mittwoch","0",0,"Fruehling","hoch",0
2018-06-20,3,23.65,13,0,2,438.20673354481,NA,1,0,"Kein Feiertag",0,"Mittwoch","0",0,"Fruehling","hoch",0
2018-06-20,3,23.65,13,0,3,178.485146197655,NA,1,0,"Kein Feiertag",0,"Mittwoch","0",0,"Fruehling","hoch",0
2018-06-20,3,23.65,13,0,4,68.6435116412585,NA,1,0,"Kein Feiertag",0,"Mittwoch","0",0,"Fruehling","hoch",0
2018-06-20,3,23.65,13,0,5,329.991266466933,NA,1,0,"Kein Feiertag",0,"Mittwoch","0",0,"Fruehling","hoch",0
2018-06-21,7,11.5625,15,65,1,137.380800589863,NA,1,0,"Kein Feiertag",0,"Donnerstag","0",0,"Sommer","niedrig",0
2018-06-21,7,11.5625,15,65,2,425.408065202863,NA,1,0,"Kein Feiertag",0,"Donnerstag","0",0,"Sommer","niedrig",0
2018-06-21,7,11.5625,15,65,3,165.510528887169,NA,1,0,"Kein Feiertag",0,"Donnerstag","0",0,"Sommer","niedrig",0
2018-06-21,7,11.5625,15,65,4,50.3503164926632,NA,1,0,"Kein Feiertag",0,"Donnerstag","0",0,"Sommer","niedrig",0
2018-06-21,7,11.5625,15,65,5,301.074413373322,NA,1,0,"Kein Feiertag",0,"Donnerstag","0",0,"Sommer","niedrig",0
2018-06-22,5,15.575,20,61,1,173.94005241559,NA,1,0,"Kein Feiertag",0,"Freitag","0",0,"Sommer","niedrig",0
2018-06-22,5,15.575,20,61,2,443.18009337283,NA,1,0,"Kein Feiertag",0,"Freitag","0",0,"Sommer","niedrig",0
2018-06-22,5,15.575,20,61,3,205.270413262478,NA,1,0,"Kein Feiertag",0,"Freitag","0",0,"Sommer","niedrig",0
2018-06-22,5,15.575,20,61,4,62.6581464475431,NA,1,0,"Kein Feiertag",0,"Freitag","0",0,"Sommer","niedrig",0
2018-06-22,5,15.575,20,61,5,349.50958339019,NA,1,0,"Kein Feiertag",0,"Freitag","0",0,"Sommer","niedrig",0
2018-06-23,7,14.3,18,61,1,228.688308197952,NA,1,0,"Kein Feiertag",0,"Samstag","0",0,"Sommer","niedrig",3
2018-06-23,7,14.3,18,61,2,706.424379766017,NA,1,0,"Kein Feiertag",0,"Samstag","0",0,"Sommer","niedrig",3
2018-06-23,7,14.3,18,61,3,339.700511154661,NA,1,0,"Kein Feiertag",0,"Samstag","0",0,"Sommer","niedrig",3
2018-06-23,7,14.3,18,61,4,49.884049264678,NA,1,0,"Kein Feiertag",0,"Samstag","0",0,"Sommer","niedrig",3
2018-06-23,7,14.3,18,61,5,662.369320660577,NA,1,0,"Kein Feiertag",0,"Samstag","0",0,"Sommer","niedrig",3
2018-06-24,6,16.2375,10,21,1,96.8397776549712,NA,1,0,"Kein Feiertag",0,"Sonntag","0",0,"Sommer","niedrig",2
2018-06-24,6,16.2375,10,21,2,579.887614059894,NA,1,0,"Kein Feiertag",0,"Sonntag","0",0,"Sommer","niedrig",2
2018-06-24,6,16.2375,10,21,3,312.533160106558,NA,1,0,"Kein Feiertag",0,"Sonntag","0",0,"Sommer","niedrig",2
2018-06-24,6,16.2375,10,21,4,68.6194271147451,NA,1,0,"Kein Feiertag",0,"Sonntag","0",0,"Sommer","niedrig",2
2018-06-24,6,16.2375,10,21,5,275.941582346904,NA,1,0,"Kein Feiertag",0,"Sonntag","0",0,"Sommer","niedrig",2
2018-06-25,6,17.175,13,21,1,147.963260084348,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Sommer","niedrig",1
2018-06-25,6,17.175,13,21,2,384.640828386969,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Sommer","niedrig",1
2018-06-25,6,17.175,13,21,3,124.50607695454,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Sommer","niedrig",1
2018-06-25,6,17.175,13,21,4,66.9436917796958,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Sommer","niedrig",1
2018-06-25,6,17.175,13,21,5,230.864354449729,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Sommer","niedrig",1
2018-06-26,3,20.075,6,21,1,126.72717073825,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Sommer","mittel",1
2018-06-26,3,20.075,6,21,2,353.735951524532,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Sommer","mittel",1
2018-06-26,3,20.075,6,21,3,187.471226496696,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Sommer","mittel",1
2018-06-26,3,20.075,6,21,4,54.5490530559365,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Sommer","mittel",1
2018-06-26,3,20.075,6,21,5,413.524339016232,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Sommer","mittel",1
2018-06-27,0,22.0125,11,5,1,98.3742739147763,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Sommer","hoch",1
2018-06-27,0,22.0125,11,5,2,381.327351816437,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Sommer","hoch",1
2018-06-27,0,22.0125,11,5,3,176.520124844737,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Sommer","hoch",1
2018-06-27,0,22.0125,11,5,4,52.5737491532418,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Sommer","hoch",1
2018-06-27,0,22.0125,11,5,5,237.797068733578,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Sommer","hoch",1
2018-06-28,0,22.125,9,0,1,153.222912713889,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Sommer","hoch",0
2018-06-28,0,22.125,9,0,2,351.533391493667,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Sommer","hoch",0
2018-06-28,0,22.125,9,0,3,172.553305766358,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Sommer","hoch",0
2018-06-28,0,22.125,9,0,4,62.5161339241154,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Sommer","hoch",0
2018-06-28,0,22.125,9,0,5,266.230348521234,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Sommer","hoch",0
2018-06-29,0,21.85,15,5,1,124.38040536437,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Sommer","hoch",0
2018-06-29,0,21.85,15,5,2,359.496198524693,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Sommer","hoch",0
2018-06-29,0,21.85,15,5,3,181.430705919947,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Sommer","hoch",0
2018-06-29,0,21.85,15,5,4,70.8616229090274,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Sommer","hoch",0
2018-06-29,0,21.85,15,5,5,301.333621469614,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Sommer","hoch",0
2018-06-30,0,21.2375,10,5,1,162.619063596716,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Sommer","hoch",2
2018-06-30,0,21.2375,10,5,2,535.33212121073,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Sommer","hoch",2
2018-06-30,0,21.2375,10,5,3,236.663786945788,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Sommer","hoch",2
2018-06-30,0,21.2375,10,5,4,72.286780825535,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Sommer","hoch",2
2018-06-30,0,21.2375,10,5,5,372.572022832728,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Sommer","hoch",2
2018-07-01,0,21.0625,12,5,1,106.398295888854,NA,0,0,"Kein Feiertag",0,"Sonntag","0",1,"Sommer","hoch",3
2018-07-01,0,21.0625,12,5,2,573.487146326335,NA,0,0,"Kein Feiertag",0,"Sonntag","0",1,"Sommer","hoch",3
2018-07-01,0,21.0625,12,5,3,263.897681363429,NA,0,0,"Kein Feiertag",0,"Sonntag","0",1,"Sommer","hoch",3
2018-07-01,0,21.0625,12,5,4,70.8375760573994,NA,0,0,"Kein Feiertag",0,"Sonntag","0",1,"Sommer","hoch",3
2018-07-01,0,21.0625,12,5,5,313.693570417633,NA,0,0,"Kein Feiertag",0,"Sonntag","0",1,"Sommer","hoch",3
2018-07-02,0,22.525,11,5,1,149.330712948602,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Sommer","hoch",0
2018-07-02,0,22.525,11,5,2,440.0105886213,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Sommer","hoch",0
2018-07-02,0,22.525,11,5,3,191.103060628223,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Sommer","hoch",0
2018-07-02,0,22.525,11,5,4,52.4171126523355,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Sommer","hoch",0
2018-07-02,0,22.525,11,5,5,299.485142926572,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Sommer","hoch",0
2018-07-03,0,22.4875,9,5,1,169.678253618551,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Sommer","hoch",1
2018-07-03,0,22.4875,9,5,2,456.488427608042,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Sommer","hoch",1
2018-07-03,0,22.4875,9,5,3,166.357391348145,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Sommer","hoch",1
2018-07-03,0,22.4875,9,5,4,53.5247684644624,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Sommer","hoch",1
2018-07-03,0,22.4875,9,5,5,375.183777236051,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Sommer","hoch",1
2018-07-04,5,19.7,9,12,1,109.364720126691,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Sommer","mittel",0
2018-07-04,5,19.7,9,12,2,442.803643928112,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Sommer","mittel",0
2018-07-04,5,19.7,9,12,3,176.796513441915,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Sommer","mittel",0
2018-07-04,5,19.7,9,12,4,80.0791978861617,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Sommer","mittel",0
2018-07-04,5,19.7,9,12,5,320.560420020722,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Sommer","mittel",0
2018-07-05,7,17.5,12,20,1,116.912047862458,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Sommer","niedrig",1
2018-07-05,7,17.5,12,20,2,459.350487108825,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Sommer","niedrig",1
2018-07-05,7,17.5,12,20,3,218.055711841422,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Sommer","niedrig",1
2018-07-05,7,17.5,12,20,4,74.4295025189987,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Sommer","niedrig",1
2018-07-05,7,17.5,12,20,5,326.454338026984,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Sommer","niedrig",1
2018-07-06,0,20.5125,18,5,1,125.795744991444,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Sommer","mittel",3
2018-07-06,0,20.5125,18,5,2,434.205209218693,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Sommer","mittel",3
2018-07-06,0,20.5125,18,5,3,233.461803865928,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Sommer","mittel",3
2018-07-06,0,20.5125,18,5,4,70.382242484533,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Sommer","mittel",3
2018-07-06,0,20.5125,18,5,5,341.902764855412,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Sommer","mittel",3
2018-07-07,0,20.25,19,5,1,191.54454865792,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Sommer","mittel",2
2018-07-07,0,20.25,19,5,2,524.024023931459,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Sommer","mittel",2
2018-07-07,0,20.25,19,5,3,289.921816234279,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Sommer","mittel",2
2018-07-07,0,20.25,19,5,4,62.1501168323456,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Sommer","mittel",2
2018-07-07,0,20.25,19,5,5,356.139309359314,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Sommer","mittel",2
2018-07-08,0,23,10,5,1,91.3700330488367,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Sommer","hoch",1
2018-07-08,0,23,10,5,2,593.024525346138,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Sommer","hoch",1
2018-07-08,0,23,10,5,3,301.517746301254,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Sommer","hoch",1
2018-07-08,0,23,10,5,4,64.4410669363211,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Sommer","hoch",1
2018-07-08,0,23,10,5,5,280.607920878796,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Sommer","hoch",1
2018-07-09,6,16.75,18,0,1,229.749812826633,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Sommer","niedrig",1
2018-07-09,6,16.75,18,0,2,535.65807004049,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Sommer","niedrig",1
2018-07-09,6,16.75,18,0,3,260.209070681143,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Sommer","niedrig",1
